OBJECTID,CT20,LABEL,Population Density (Pop Per Square Mile),Total Population,Median Household Income,Median Home Value,Percent White Population,Percent Black Population,Percent Asian Population,Percent Hispanic Population,Percent Owner Occupied Housing Units,Percent Population With Higher Education,Number of Permits,Mean Year Built of Retrofitted Residences,Mean Building Age (All Residences),Mean Year Built of All 1 or 2 Family Dwellings,Number of 1 or 2 Family Dwellings,Mean Year Built of All 1 or 2 Family Dwellings Built Before 1980,Number of 1 or 2 Family Dwellings Built Before 1980,Normalized Permit Count (Method 2),Permits Per 1000 Residences (Method 2- Overall),Transformed Permit Count (Method 2- Overall),Number of 1 or 2 Family Dwellings Built Before 1940,Percent of 1 or 2 Family Dwellings Built Before 1940,Corresponding Zip Code,EBB Program Identifier (2021),EBB Program Identifier (2022),CenterLat,CenterLong,SS,Permits Per 1000 Residences (Method 2- Pre 2013),Transformed Permit Count (Method 2- Pre 2013),Permits Per 1000 Residences (Method 2- 2013 Onwards),Transformed Permit Count (Method 2- 2013 Onwards)
315,134720,1347.2,13414.2,5125,76286,630118,26.09,5.58,20.14,51.06,50.76,38.63,0,,57.68887,1964.31113,1186,1963.139308,1127,0,0,0,1,0.084317,91306,0,0,34.20465,-118.568824,1.582,0,0,0,0
316,134801,1348.01,9346,3335,87481,583164,33.67,4.59,18.71,45.28,67.6,41.5,4,1954,62.266821,1959.733179,862,1956.533666,802,0.004988,4.988,1.789679,1,0.116009,91306,0,0,34.196992,-118.576246,1.578,3.740648,1.556173915,1.246883,0.809544
317,134802,1348.02,8618.9,3162,102313,585795,32.76,3.61,14.04,52.53,77.12,41.68,5,1953,66.69,1955.31,900,1952.314634,820,0.006098,6.098,1.959751,4,0.444444,91306,0,0,34.195643,-118.566596,1.649,3.658537,1.538701361,2.439024,1.235188
318,134901,1349.01,7855.1,3221,102514,632088,56.22,4.19,9.41,28.59,60.1,59.09,4,1955.25,66.159322,1955.840678,885,1955.734994,883,0.00453,4.53,1.71019,0,0,91335,0,1,34.186839,-118.561118,1.742,4.530011,1.710189863,0,0
319,134904,1349.04,10731,4308,70769,599148,33.17,5.2,9.7,54.02,46.22,37.31,2,1957,66.18299,1955.81701,776,1955.731266,774,0.002584,2.584,1.276474,0,0,91306,0,0,34.191131,-118.580547,1.584,0,0,2.583979,1.276474
320,134905,1349.05,5454.9,5448,100000,665773,53.52,14.04,14.13,14.61,13.83,74.27,0,,30.040284,1991.959716,422,1959.60274,146,0,0,0,0,0,91367,0,0,34.183363,-118.584308,1.604,0,0,0,0
321,134906,1349.06,45639.8,3080,82127,0,25.68,6.79,14.81,53.34,0,44.17,0,,18.6,2003.4,35,1956,2,0,0,0,0,0,91303,0,0,34.192508,-118.589945,1.517,0,0,0,0
322,134907,1349.07,24610,3720,82048,0,47.1,14.62,16.1,19.25,0,44.2,0,,,,0,,0,,,,0,,91303,0,0,34.190996,-118.593918,1.501,<Null>,<Null>,<Null>,<Null>
323,135102,1351.02,5543.4,3571,153256,682394,57.77,4.45,13.53,20.61,81.4,67.79,3,1952,58.694098,1963.305902,1203,1961.133975,1142,0.002627,2.627,1.288398,4,0.332502,91307,0,0,34.188536,-118.618969,1.5,2.62697,1.288397652,0,0
324,135111,1351.11,7767.3,3118,111794,639301,54.91,4.62,13.57,25.91,56.9,60.93,2,1954,62.90625,1959.09375,896,1957.763872,847,0.002361,2.361,1.21232,6,0.669643,91303,0,0,34.192306,-118.610319,1.5,1.180638,0.779617286,1.180638,0.779617
325,135113,1351.13,13247.8,3292,92863,607500,49.06,10.12,19.65,16.68,16.71,64.44,0,,,,0,,0,,,,0,,91367,0,0,34.181018,-118.605971,1.5,<Null>,<Null>,<Null>,<Null>
326,135115,1351.15,37492.3,4828,81475,602553,37.32,4.81,43.16,11.06,15.16,77.22,0,,48.708716,1973.291284,436,1973.133803,426,0,0,0,0,0,91367,0,0,34.184687,-118.61016,1.5,0,0,0,0
327,135116,1351.16,4436.2,1604,50731,328378,55.17,9.29,15.15,19.01,9.51,69.41,0,,44.313433,1977.686567,134,1977.686567,134,0,0,0,0,0,91303,0,0,34.188293,-118.601629,1.5,0,0,0,0
328,135201,1352.01,4347.1,2571,127000,689624,61.53,2.96,16.41,15.29,80.55,63.19,0,,62.596203,1959.403797,790,1958.038008,763,0,0,0,4,0.506329,91307,0,0,34.188325,-118.627454,1.5,0,0,0,0
329,135202,1352.02,6409.6,4362,132935,654324,59.97,2.48,16.87,17.9,83.28,58.71,1,1957,62.838,1959.162,1500,1958.591684,1467,0.000682,0.682,0.519783,0,0,91307,0,0,34.188823,-118.636921,1.5,0.681663,0.519783338,0,0
330,135204,1352.04,6589.6,4726,121677,639261,62.38,3.11,14.85,17.94,84.85,53.6,1,1960,61.934664,1960.065336,1653,1959.970285,1649,0.000606,0.606,0.474013,0,0,91307,0,0,34.189095,-118.649553,1.5,0.606428,0.474013167,0,0
331,135205,1352.05,2294.3,2342,179681,865520,70.24,1.75,15.54,7.64,82.4,77.17,5,1970.4,44.504152,1977.495848,843,1968.35533,394,0.01269,12.69,2.616692,0,0,91307,0,0,34.19381,-118.662391,1.5,5.076142,1.804369977,7.614213,2.153414
332,137000,1370,4039.4,4696,153361,891467,73.19,2.87,8.28,11.41,80.89,62.79,0,,58.985128,1963.014872,1682,1959.90975,1518,0,0,0,15,0.891795,91367,0,0,34.167203,-118.63703,1.507,0,0,0,0
333,137103,1371.03,17250.3,5060,96265,653468,59.64,6.46,15,16.17,53.72,66.73,1,1980,37.99303,1984.00697,2152,1978.556314,293,0.003413,3.413,1.484548,0,0,91367,0,0,34.17449,-118.601352,1.559,0,0,3.412969,1.484548
334,137104,1371.04,2709.4,2683,136460,774579,75.66,3.28,7.68,9.43,80.08,66.6,2,1973,60.193519,1961.806481,1080,1959.438008,984,0.002033,2.033,1.109394,0,0,91367,0,0,34.173768,-118.58496,1.656,1.01626,0.701244391,1.01626,0.701244
335,137202,1372.02,10946.4,3677,92454,842417,57.76,6.72,15.83,15.07,36.68,61.47,1,1960,47.126241,1974.873759,705,1971.245763,590,0.001695,1.695,0.991367,0,0,91367,0,0,34.174583,-118.610269,1.516,0,0,1.694915,0.991367
336,137203,1372.03,5822,2527,106006,793870,64.66,2.77,8.59,19.03,60.06,54.44,2,1949.5,64.921596,1957.078404,727,1955.002886,693,0.002886,2.886,1.357381,9,1.237964,91367,0,0,34.17213,-118.618943,1.511,2.886003,1.357381094,0,0
337,137301,1373.01,3547.9,2205,178099,1068027,73.02,2.54,8.39,13.29,92.1,60.98,0,,61.254902,1960.745098,766,1957.081429,700,0,0,0,5,0.652742,91367,0,0,34.176537,-118.633999,1.5,0,0,0,0
338,137302,1373.02,4530.3,4280,167768,884738,72.78,2.57,11.38,9.84,90.14,75.5,4,1961,54.686032,1967.313968,1619,1963.659986,1397,0.002863,2.863,1.351516,0,0,91367,0,0,34.177353,-118.654208,1.5,1.431639,0.888565609,1.431639,0.888566
339,137401,1374.01,5819.2,5342,133709,831715,67.69,4.64,9,13.65,57.51,69.56,4,1952,61.423325,1960.576675,1552,1956.062454,1345,0.002974,2.974,1.379768,27,1.739691,91364,0,0,34.159151,-118.610851,1.7,0.743494,0.555891389,2.230483,1.172632
340,137402,1374.02,4767,5673,118752,854231,71.41,5.29,8,11.9,71.48,70.57,6,1959.333333,58.560164,1963.439836,1712,1961.175472,1590,0.003774,3.774,1.563098,2,0.116822,91364,0,0,34.15547,-118.624965,1.664,3.144654,1.421819332,0.628931,0.487924
341,137501,1375.01,4718.7,4581,104119,1151408,66.34,8.16,8.8,12.73,40.11,61.48,2,1959.5,57.540541,1964.459459,814,1958.481214,692,0.00289,2.89,1.358454,3,0.36855,91364,0,0,34.164939,-118.576815,1.775,0,0,2.890173,1.358454
342,137502,1375.02,5536.3,4468,132631,851578,71.71,3.49,7.54,12.69,64.35,70.78,14,1953,61.094268,1960.905732,1570,1955.499258,1348,0.010386,10.386,2.432363,31,1.974522,91364,0,0,34.163457,-118.597705,1.697,5.192878,1.823399977,5.192878,1.8234
343,137504,1375.04,1277.6,1893,182600,1352896,79.87,2.64,5.86,6.23,95.29,64.38,1,1930,54,1968,715,1966.779412,680,0.001471,1.471,0.904456,6,0.839161,91364,0,0,34.148044,-118.572072,1.739,0,0,1.470588,0.904456
344,138000,1380,2624,4531,146972,922099,77.58,2.71,7.17,9.38,82.75,64.39,7,1957.857143,54.898761,1967.101239,1857,1960.064266,1416,0.004944,4.944,1.782299,90,4.846527,91364,0,0,34.148806,-118.591062,1.71,2.824859,1.34152154,2.118644,1.137398
345,139001,1390.01,10806.8,5173,103104,707543,63.68,5.05,7.71,21.53,53.01,57.68,8,1949,66.765884,1955.234116,1448,1952.609247,1341,0.005966,5.966,1.940998,0,0,91316,0,0,34.175416,-118.51173,1.915,4.474273,1.700059469,1.491424,0.912855
346,139200,1392,12279.8,5462,93587,752371,64.02,4.52,8.15,20.63,57.14,50.74,0,,59.712556,1962.287444,1569,1958.566065,1385,0,0,0,0,0,91316,0,0,34.175701,-118.524657,1.896,0,0,0,0
347,139301,1393.01,4260.6,4714,120961,870370,71.45,3.54,8.55,12.88,84.99,60.83,3,1962.333333,58.285079,1963.714921,1576,1950.713084,1070,0.002804,2.804,1.335984,89,5.647208,91356,0,0,34.178158,-118.558139,1.822,1.869159,1.054018913,0.934579,0.65989
348,139302,1393.02,36466.5,4763,58448,408854,46.86,8.36,9.49,32.98,18.24,42.7,0,,49.762419,1972.237581,926,1971.634529,892,0,0,0,0,0,91356,0,0,34.176728,-118.538378,1.878,0,0,0,0
349,139303,1393.03,27553.6,4421,69295,510062,54.74,6.6,7.71,30.24,35.31,62.18,0,,46.045545,1975.954455,1010,1974.355381,892,0,0,0,0,0,91356,0,0,34.176289,-118.533319,1.884,0,0,0,0
350,139401,1394.01,8127.5,2847,77438,957031,62.52,5.69,7.9,21.18,23.97,62.45,0,,50.187225,1971.812775,454,1951.779279,222,0,0,0,16,3.524229,91356,0,0,34.1697,-118.537595,1.857,0,0,0,0
351,139402,1394.02,2921.8,2757,154301,1431144,83.03,1.92,5.11,6.82,83.98,67.17,1,1968,57.631027,1964.368973,955,1954.792923,763,0.001311,1.311,0.837514,40,4.188482,91356,0,0,34.16777,-118.551791,1.827,0,0,1.310616,0.837514
352,139502,1395.02,7716.5,3121,91504,911716,79.81,1.7,4.74,9.32,61.07,63.46,0,,63.96143,1958.03857,1063,1952.440642,935,0,0,0,0,0,91316,0,0,34.162845,-118.526323,1.854,0,0,0,0
353,139504,1395.04,33017.1,3685,71098,602273,70.53,5.45,6.35,12.62,27.22,59.63,0,,47.484547,1974.515453,906,1971.822704,784,0,0,0,0,0,91316,0,0,34.167023,-118.520263,1.877,0,0,0,0
354,139505,1395.05,39212.1,2562,58909,595395,66.43,5.15,7.92,16.74,23.52,56.01,0,,49.326882,1972.673118,465,1970.656168,381,0,0,0,0,0,91316,0,0,34.167534,-118.523178,1.874,0,0,0,0
355,139506,1395.06,39737.2,2800,89389,578495,69.11,4.64,8.14,14.82,49.48,57.52,0,,52.189861,1969.810139,1006,1969.219814,969,0,0,0,0,0,91316,0,0,34.168026,-118.525787,1.871,0,0,0,0
356,139600,1396,5428.8,5193,105531,1706633,72.87,4.39,7.99,10.86,60.47,76.65,1,1963,49.775716,1972.224284,1888,1965.075839,1490,0.000671,0.671,0.513507,50,2.648305,91316,0,0,34.164065,-118.510112,1.886,0.671141,0.513506591,0,0
357,139701,1397.01,4119.5,5406,182813,1289326,76.99,2.61,7.88,8.45,74.69,75.9,4,1963.25,57.559203,1964.440797,1859,1954.420168,1428,0.002801,2.801,1.335296,43,2.313072,91436,0,0,34.157348,-118.495732,1.897,2.10084,1.131673151,0.70028,0.530793
358,139703,1397.03,1454.7,2656,158721,1635000,80.76,1.51,7,5.35,82.52,75.54,2,1955,51.341847,1970.658153,1019,1960.761714,747,0.002677,2.677,1.3022,1,0.098135,91356,0,0,34.144585,-118.53209,1.806,2.677376,1.302199501,0,0
359,139704,1397.04,1061.1,2602,200001,1419286,78.29,2.08,7.42,5.88,89.59,78.89,3,1964,55.673327,1966.326673,1002,1962.802632,912,0.003289,3.289,1.456164,16,1.596806,91316,0,0,34.141202,-118.513275,1.843,1.096491,0.740265104,2.192982,1.160955
360,139705,1397.05,3080.6,3620,200001,1437177,81.52,1.3,7.29,5.61,93.92,77.24,5,1965.8,56.759151,1965.240849,1366,1961.842526,1251,0.003997,3.997,1.608798,5,0.366032,91436,0,0,34.140051,-118.491638,1.89,2.398082,1.223211018,1.598721,0.955019
361,139801,1398.01,2463,3487,180302,1286513,83.45,2.21,4.79,5.53,91.75,73.89,2,1955.5,55.420411,1966.579589,1313,1962.676166,1158,0.001727,1.727,1.003245,9,0.685453,91356,0,0,34.152722,-118.545595,1.788,0.863558,0.622487488,0.863558,0.622487
362,139802,1398.02,1622.7,3807,200001,1383193,82.24,1.94,6.28,6.8,92.25,73.08,0,,49.660229,1972.339771,1398,1966.369584,1131,0,0,0,8,0.572246,91356,0,0,34.14287,-118.556368,1.764,0,0,0,0
363,141101,1411.01,16779.3,4918,82144,790164,68.34,5.8,7.26,15.41,24.53,76.06,3,1948,51.291202,1970.708798,807,1951.166667,414,0.007229,7.229,2.107654,17,2.106568,91423,1,1,34.151551,-118.426663,2.025,4.819277,1.761176046,2.409639,1.226606
364,141102,1411.02,9925.6,2985,120003,1322751,70.72,5.63,6.57,14.2,40.92,76.59,4,1949.25,57.104372,1964.895628,709,1946.469565,460,0.008696,8.696,2.271678,197,27.785614,91423,1,1,34.149102,-118.432325,2.016,4.347826,1.676690139,4.347826,1.67669
365,141201,1412.01,15697.7,4249,95508,927083,65.57,6.78,7.67,18.92,12.52,67.14,2,1949,49.264386,1972.735614,643,1954.335277,343,0.005814,5.814,1.918972,13,2.021773,91423,1,1,34.152732,-118.442447,2.007,2.906977,1.362763864,2.906977,1.362764
366,141202,1412.02,10875.3,2940,105474,1850000,74.08,3.5,6.43,10.99,43.21,78.71,7,1950.285714,56.833958,1965.166042,801,1956.641838,631,0.011094,11.094,2.492668,132,16.479401,91423,1,1,34.147185,-118.442373,2.004,9.508716,2.352205039,1.584786,0.949643
367,141303,1413.03,31069.2,3152,99839,654736,65.51,6.31,9.26,15.93,24.7,70.03,0,,46.98871,1975.01129,620,1969.008621,464,0,0,0,2,0.322581,91403,1,1,34.15495,-118.455259,1.989,0,0,0,0
368,141304,1413.04,11065.7,3043,112043,1271552,73.68,4.67,6.51,12.49,43.9,71.91,4,1941.5,52.761773,1969.238227,722,1953.596811,439,0.009112,9.112,2.313685,101,13.98892,91403,1,1,34.151006,-118.452642,1.987,2.277904,1.187204294,6.833713,2.058437
369,141305,1413.05,11447.2,3055,106586,944048,67,6.35,7.63,15.12,35.12,76.81,3,1942.333333,59.787823,1962.212177,542,1947.834606,393,0.007634,7.634,2.15566,70,12.915129,91403,1,1,34.156312,-118.462974,1.973,7.633588,2.155660153,0,0
370,141306,1413.06,12804.8,2962,127737,1352071,70.05,5.06,9.82,13.44,21.5,69.57,1,1953,50.173913,1971.826087,644,1952.876923,325,0.003067,3.067,1.403025,36,5.590062,91403,1,1,34.15061,-118.462866,1.96,0,0,3.067485,1.403025
371,141400,1414,6140.6,4700,121891,1278846,72.57,3.53,8.7,12.64,49.04,73.16,4,1954.75,56.644444,1965.355556,1305,1954.195297,978,0.00409,4.09,1.627274,54,4.137931,91436,0,0,34.157539,-118.47614,1.944,2.04499,1.113497543,2.04499,1.113498
372,141500,1415,2414.3,3053,200001,2000001,80.61,1.57,7.8,6.88,97.36,75.15,5,1957.4,58.785223,1963.214777,1164,1958.719923,1039,0.004812,4.812,1.75998,6,0.515464,91436,0,0,34.140567,-118.478767,1.923,1.924928,1.073269802,2.887392,1.357738
373,141600,1416,2686.6,4051,200001,1373839,79.86,1.43,7.78,6.96,88.7,83.52,8,1949.25,63.879171,1958.120829,1741,1954.740276,1594,0.005019,5.019,1.794891,96,5.514072,91403,1,1,34.138894,-118.461222,1.97,1.254705,0.813019208,3.764115,1.561112
374,141700,1417,2399.1,3005,200001,1675651,78.37,2.26,7.62,6.89,93.03,80.45,8,1951.75,59.86895,1962.13105,1343,1953.700643,1089,0.007346,7.346,2.121805,135,10.052122,90210,1,1,34.137991,-118.437661,2.02,4.591368,1.721224021,2.754821,1.323041
375,143101,1431.01,4018.7,2124,141683,1482812,72.5,4.14,5.93,15.44,56.32,70.09,2,1927.5,59.763689,1962.236311,697,1942.096244,426,0.004695,4.695,1.73956,263,37.733142,91602,1,1,34.147495,-118.353833,2.072,4.694836,1.739559743,0,0
376,143102,1431.02,15022,2269,113470,815878,65.84,6.7,7.93,16.97,22.61,66.43,2,1975,39.108,1982.892,500,1946.403409,176,0.011364,11.364,2.51476,92,18.4,91602,1,1,34.150139,-118.36265,2.067,11.363636,2.514759613,0,0
377,143200,1432,12036.8,4448,96327,918403,61.11,6.77,9.24,21.04,28.22,65.64,6,1937,49.86285,1972.13715,751,1942.766272,338,0.017699,17.699,2.928476,162,21.571238,91602,1,1,34.149445,-118.372074,2.066,14.749263,2.756793541,2.949853,1.373678
378,143301,1433.01,14289.9,3202,92003,820611,59.84,5.72,7.78,23.99,27.14,67.88,1,1939,56.096311,1965.903689,488,1949.228228,333,0.003003,3.003,1.387045,116,23.770492,91602,1,1,34.15599,-118.387826,2.059,0,0,3.003003,1.387045
379,143302,1433.02,8280,3314,128806,1253555,70.73,3.68,9.17,12.95,51.03,72.62,5,1954.2,55.192231,1966.807769,1004,1946.24649,641,0.0078,7.8,2.174787,223,22.211155,91602,1,1,34.151175,-118.38637,2.062,6.24025,1.979655682,1.560062,0.940032
380,143401,1434.01,10898.3,4667,127793,1149299,71.87,4.99,7.33,11.89,52.82,73.88,7,1936.428571,53.213701,1968.786299,1343,1947.947689,822,0.008516,8.516,2.252955,340,25.316456,91604,1,1,34.153499,-118.413881,2.043,7.29927,2.116167568,1.216545,0.79595
381,143402,1434.02,7248.5,1814,125180,942177,70.78,3.31,8.32,12.9,37.94,59.19,0,,58.671875,1963.328125,448,1946.246006,313,0,0,0,46,10.267857,91607,1,1,34.153995,-118.400857,2.059,0,0,0,0
382,143500,1435,10749.5,5139,124352,1206114,73.92,3.39,7.16,11.36,42.91,76.24,5,1941,55.21304,1966.78696,1319,1945.25495,808,0.006188,6.188,1.972429,391,29.643669,91604,1,1,34.147762,-118.407101,2.053,6.188119,1.972429498,0,0
383,143602,1436.02,10113.8,4764,117535,878676,72.84,4.41,8.23,10.66,53.23,74.57,2,1931.5,46.262235,1975.737765,1369,1959.886468,872,0.002294,2.294,1.191975,178,13.002191,91604,1,1,34.145124,-118.387517,2.069,2.293578,1.191974506,0,0
384,143603,1436.03,11371.4,2307,105861,1127404,66.19,5.37,10.97,13.74,29.38,76.41,4,1933.5,54.365571,1967.634429,517,1950.323077,325,0.012308,12.308,2.588342,113,21.856867,91602,1,1,34.144492,-118.372029,2.072,9.230769,2.325399771,3.076923,1.405343
385,143605,1436.05,15076.7,1917,87215,855000,55.03,9.18,14.76,15.6,7.12,81.62,1,1939,67.385417,1954.614583,96,1942.542857,70,0.014286,14.286,2.726919,29,30.208333,91604,1,1,34.141517,-118.364951,2.077,14.285714,2.726918685,0,0
386,143606,1436.06,16645.7,1564,88862,866667,59.46,7.74,14.26,13.62,2.68,83.58,0,,36.733333,1985.266667,60,,0,,,,0,0,91604,1,1,34.141194,-118.371301,2.077,<Null>,<Null>,<Null>,<Null>
387,143700,1437,3006.3,3816,163135,1367550,73.19,3.51,8.65,9.83,75.76,75.55,26,1935.8,63.033391,1958.966609,1738,1950.812718,1431,0.018169,18.169,2.9533,312,17.951669,90068,1,1,34.128986,-118.356826,2.092,11.879804,2.555660529,6.289308,1.986409
388,143801,1438.01,5250.9,2902,191351,1291311,74.09,3.41,8.51,10.23,61.2,80.27,10,1953.3,59.981113,1962.018887,1007,1950.48057,772,0.012953,12.953,2.635721,168,16.683217,91604,1,1,34.136903,-118.385806,2.081,9.067358,2.30929826,3.88601,1.586376
389,143802,1438.02,5032.2,2263,153367,1393411,74.15,3.89,7.64,9.94,52.37,74.55,5,1937.8,61.329609,1960.670391,716,1956.846271,657,0.00761,7.61,2.152965,66,9.217877,91604,1,1,34.133888,-118.374375,2.086,3.04414,1.397268927,4.56621,1.716714
390,143901,1439.01,2094.1,4280,200001,1780137,77.43,2.45,7.36,7.94,88.48,80.84,19,1945.842105,62.052756,1959.947244,1689,1950.602811,1352,0.014053,14.053,2.711594,346,20.485494,91604,1,1,34.132514,-118.397404,2.087,8.136095,2.212233016,5.91716,1.934005
391,143902,1439.02,3025.6,2952,171537,2000001,77.03,2.74,7.35,9.28,58.63,78.94,7,1949.142857,57.009082,1964.990918,993,1950.389985,659,0.010622,10.622,2.452913,79,7.95569,91423,1,1,34.136961,-118.418698,2.051,6.069803,1.955832577,4.552352,1.714222
392,181000,1810,3830.8,6121,146313,889925,44.85,1.54,25.39,26.87,73.79,64.27,32,1924.548387,87.56191,1934.43809,1802,1932.320138,1743,0.018359,18.359,2.963165,1220,67.702553,90041,1,1,34.143996,-118.202834,2.141,10.900746,2.476601074,7.458405,2.135161
393,181300,1813,6531.4,3634,115798,908747,39.38,1.93,28.76,30.76,68.23,68.77,14,1930.076923,74.344507,1947.655493,1074,1943.598369,981,0.014271,14.271,2.725966,426,39.664804,90041,1,1,34.13609,-118.223671,2.144,8.154944,2.214294054,6.116208,1.962375
394,181400,1814,12166.6,4130,91180,791837,36.73,2.23,29.66,33.22,32.63,58.33,9,1925,85.634069,1936.365931,634,1928.007168,558,0.0161,16.1,2.839089,460,72.555205,90041,1,1,34.136724,-118.208886,2.137,7.155635,2.098709107,8.944544,2.297024
395,181500,1815,8531.9,3605,129826,783284,41.3,1.72,20.25,37.78,72.75,56.56,20,1923.9,86.224863,1935.775137,1095,1931.494129,1022,0.019569,19.569,3.023808,727,66.392694,90041,1,1,34.134786,-118.192864,2.126,8.806262,2.283021185,10.763209,2.464977
396,181600,1816,8731.2,4214,89068,861530,44.87,3.04,21.33,30.92,46.64,63.74,23,1922.956522,87.60522,1934.39478,614,1928.339858,562,0.040925,40.925,3.735889,471,76.710098,90041,1,1,34.129728,-118.209753,2.132,21.352313,3.106929813,19.572954,3.023977
397,183101,1831.01,9919,3707,90616,705292,36.01,1.83,10.44,55.54,53.25,54.4,31,1922.16129,89.477297,1932.522703,948,1930.066886,912,0.033991,33.991,3.555097,664,70.042194,90042,1,1,34.122512,-118.181799,2.114,14.254386,2.724867066,19.736842,3.031912
398,183103,1831.03,14925,3791,69496,743802,24.93,2.69,11.34,65.81,19.38,35.98,6,1915,93.86413,1928.13587,370,1922.198251,343,0.017493,17.493,2.917377,263,71.081081,90042,1,1,34.114785,-118.17479,2.11,8.746356,2.276893439,8.746356,2.276893
399,183104,1831.04,8024.6,2066,92377,772013,35.77,1.94,18.54,47.73,67.43,49.64,2,1929,73.176174,1948.823826,596,1945.278689,549,0.003643,3.643,1.535358,200,33.557047,90042,1,1,34.12149,-118.172697,2.11,3.642987,1.535357963,0,0
400,183220,1832.2,18519,3827,77049,695565,23.33,1.46,13.48,67.7,46.15,34.43,31,1913.833333,96.499121,1925.500879,571,1921.290441,544,0.056985,56.985,4.060189,494,86.514886,90042,1,1,34.119977,-118.189298,2.115,36.764706,3.63137496,20.220588,3.054972
401,183221,1832.21,10480.8,2860,79164,746762,35.03,2.34,9.72,55.52,43.44,43.81,17,1920.1875,81.613603,1940.386397,691,1932.105785,605,0.028099,28.099,3.37071,406,58.755427,90042,1,1,34.125437,-118.190951,2.119,19.834711,3.036620382,8.264463,2.226186
402,183222,1832.22,8860.3,3177,91223,824422,36.67,2.14,18.57,44.16,61.29,63.03,21,1920.95,82.546894,1939.453106,822,1932,728,0.028846,28.846,3.396056,517,62.895377,90041,1,1,34.129187,-118.197347,2.125,16.483516,2.861258522,12.362637,2.592463
403,183300,1833,14646,3061,84377,658228,27.96,0.46,18.2,61.55,51.32,41.35,14,1919.714286,98.333333,1923.666667,643,1922.353407,631,0.022187,22.187,3.143592,589,91.601866,90042,1,1,34.121005,-118.200829,2.12,7.92393,2.188736463,14.263074,2.725436
404,183401,1834.01,11793.8,2210,74778,786483,32.22,1.67,19.68,51.95,56.11,46.31,24,1919.625,94.421663,1927.578337,518,1925.272366,503,0.047714,47.714,3.885961,452,87.258687,90042,1,1,34.121671,-118.209238,2.124,29.821074,3.428198662,17.892644,2.938773
405,183402,1834.02,15440.3,3061,74907,759454,28.16,1.86,29.63,42.8,31.79,50.72,9,1921.222222,80.288372,1941.711628,433,1926.456091,353,0.025496,25.496,3.276984,317,73.210162,90041,1,1,34.125726,-118.216422,2.131,14.164306,2.718944373,11.331445,2.512152
406,183510,1835.1,12095,2337,101269,757989,29.57,0.86,7.36,68.51,73.49,39.58,13,1922.538462,91.563934,1930.436066,612,1927.867347,588,0.022109,22.109,3.140215,482,78.75817,90042,1,1,34.115407,-118.203095,2.116,8.503401,2.251649772,13.605442,2.681394
407,183520,1835.2,20734.2,3424,60937,929957,27.16,1.81,6.02,72.2,28.11,31.39,31,1914.7,101.742604,1920.257396,339,1916.515432,324,0.095385,95.385,4.568347,306,90.265487,90042,1,1,34.110946,-118.201597,2.112,49.230769,3.916627772,46.153846,3.853416
408,183610,1836.1,18147.1,2653,72257,714181,29.29,1.39,9.2,66.15,32.59,37.34,17,1910.4,100.028777,1921.971223,279,1916.204724,254,0.066929,66.929,4.218465,244,87.455197,90042,1,1,34.114007,-118.19491,2.113,11.811024,2.550306021,55.11811,4.027459
409,183620,1836.2,15060.4,3009,76991,807566,29.58,1.23,10.04,64.84,46.24,34.44,24,1923.285714,96.297357,1925.702643,457,1923.186364,440,0.054545,54.545,4.017202,389,85.12035,90042,1,1,34.115181,-118.189864,2.113,13.636364,2.683509092,40.909091,3.735503
410,183701,1837.01,17804.8,3787,57661,645540,26.06,2.38,7.18,70.32,33.91,45.61,4,1907.666667,76.836559,1945.163441,466,1943.44469,452,0.00885,8.85,2.287427,225,48.283262,90042,1,1,34.109311,-118.187872,2.109,4.424779,1.690977117,4.424779,1.690977
411,183702,1837.02,7798,2687,77816,845757,30.63,4.61,17.75,49.2,47.63,57.05,16,1917.375,62.777953,1959.222047,636,1931.794667,375,0.042667,42.667,3.776585,239,37.578616,90042,1,1,34.105475,-118.184214,2.107,26.666667,3.320228319,16,2.833213
412,183810,1838.1,23894.1,4197,61115,631250,25.38,1.93,5.17,72.08,12.76,38.18,8,1905.125,90.765957,1931.234043,237,1911.440217,184,0.043011,43.011,3.784434,182,76.793249,90042,1,1,34.10737,-118.197862,2.108,21.505376,3.113754229,21.505376,3.113754
413,183820,1838.2,30628.3,3650,50746,709677,20.52,1.81,5.95,80.33,22.94,32.73,1,1892,70.366412,1951.633588,263,1925.582822,163,0.006135,6.135,1.965008,140,53.231939,90042,1,1,34.103964,-118.197138,2.105,0,0,6.134969,1.965008
414,185101,1851.01,9017.7,2838,104997,840000,35.8,1.52,8.84,59.58,37.57,41.5,15,1926,83.808429,1938.191571,523,1930.317287,457,0.032823,32.823,3.521134,355,67.877629,90065,1,1,34.102476,-118.206045,2.106,15.317287,2.792225077,17.50547,2.918066
415,185102,1851.02,5323.6,3007,130997,889157,54.14,3.19,12.64,27.4,81.97,63.02,29,1932.793103,69.60374,1952.39626,1123,1942.471491,912,0.031798,31.798,3.490375,420,37.399822,90065,1,1,34.106231,-118.212837,2.111,13.157895,2.6502724,18.640351,2.977586
416,185202,1852.02,7791,3627,85193,816202,36.78,3.06,7.28,54.4,49.82,54.99,16,1924.75,78.778182,1943.221818,826,1932.428363,684,0.023392,23.392,3.194248,470,56.900726,90065,1,1,34.095065,-118.217075,2.092,5.847953,1.923949807,17.54386,2.920139
